id_registo,temperatura,humidade_relativa,luz,CO2,humidade_absoluta
17761,22.561779361686877,29.74443937112427,904.0555243078893,806.0363560423807,0.004797365043587579
25264,22.869925587779733,33.894069284135945,107.9350276787968,1549.241727703172,0.006083852782846868
30252,20.48663313523048,35.91149637363675,57.55464925514731,488.97514479187714,0.00551482085056808
19288,20.30542943361069,30.604170855282106,0.0,532.8814353931527,0.004174482965437331
15273,21.01259130010774,31.802713116893955,0.0,552.7417216225114,0.0047515545660337145
18543,22.05656856298245,21.51463617778533,684.7415758890393,849.5955043742553,0.003906573527446969
18469,22.184332293537945,26.748115256487445,215.6136230816127,885.5488691850529,0.004600076030968074
18324,22.81470430207205,17.127677783805392,303.5687659488028,400.94338701626816,0.002749951870764898
25452,20.518974099465094,19.57490316430353,0.0,485.2926259463588,0.002912313714181816
13966,22.080436230319027,29.507052674518434,462.5995264244069,847.2598915296567,0.004815828476694286
29386,20.53993891241791,26.142208682993843,0.0,583.0372357805121,0.004101597332060879
21201,19.965593539259054,24.644190612450448,0.0,514.4333223937454,0.003542005336089525
24156,18.701886646401697,31.251712178884283,0.0,442.4505350216036,0.004123094377685128
24673,20.690465998753485,35.129344502534146,0.0,500.77616711949725,0.004985108876763664
23090,22.70302779600812,26.67226589097313,467.56104584365636,1013.9103155360621,0.004134090266607528
25982,20.160181970674532,28.05034270615602,0.0,395.4479656576103,0.004122769302808789
14549,20.46027547294928,33.372951486300934,0.0,1568.686501473146,0.005336105297112947
27204,21.572899951331404,25.42062386581892,362.1806859881228,538.3727808007527,0.003925593760958908
27041,20.658935114256412,26.49105894719918,14.482665632457314,1395.6962341710089,0.004021309610855304
23066,20.618114337279685,26.496603320076836,142.9182669660769,1546.1237918737006,0.0045090714316935575
11469,21.377389161059504,19.951220676544462,426.5582479534498,790.5882366979836,0.0027864603619924748
22254,19.766232630569952,33.121651141095946,0.0,449.65608019152717,0.00511146716115568
17889,18.374845348430885,31.833884531430076,77.85018470272405,455.5288376468418,0.004548597127806085
26899,20.924100380387387,30.92299267531501,185.01978463537972,711.7940780907678,0.00496461557171865
23101,20.280760510930538,25.748527480871555,11.292071138931489,528.4837685584884,0.003698679538976196
18480,20.71880881756836,36.062049060518106,0.0,485.3284261702954,0.005148565619870517
27739,22.244439747555838,39.47857275211842,202.01047065170812,2014.339571788541,0.00664830017927876
15714,20.459757204923648,26.19311624487393,310.32153741161864,585.1114085281416,0.004184503865648914
13639,20.828777907260392,21.425374078400395,0.0,473.1313129151905,0.003048975224659493
12039,20.042296601804928,22.468717759411692,0.0,416.9604236078567,0.0033791113810050875
27480,20.521292348959847,19.75826151200277,232.71263387359062,458.60808874127366,0.0025564184277056343
14434,21.254406023400765,22.57703406568325,0.0,452.58555179712977,0.003002292430851476
30115,18.51962793986205,27.295825220633567,69.27923003141618,448.134229395982,0.0034505281552079754
15595,19.779981723817674,24.550976423003245,13.090294015370395,437.22628428702944,0.004204581903128172
25197,20.342155669162064,25.825670160255083,0.0,1312.1917548381396,0.003972070075010632
15742,22.043548786437892,34.35625061612356,518.4024100793097,1248.3696292329441,0.005293509993219868
20683,21.62350331702604,27.608747458354344,199.7183029900857,1110.1626821962286,0.004111408020053843
22437,21.591042485270577,20.395717398149625,0.6041022327708568,580.5239833523179,0.003181444729405498
20523,18.74293172172284,27.568362582561175,137.61519533002263,421.1364424170416,0.003729674252572364
21551,24.1153534560973,24.59494003576831,1139.924879795412,683.0210600571362,0.004211256769827264
